id,latitude,longitude,start_datetime,duration_minutes,priority,requires_road_closure,police_station,event_type,event_cause,zone,corridor,veh_type,hour_of_day,day_of_week,is_weekend,month,time_window,is_peak_hour,is_corridor_road,corridor_event_share,cause_historical_high_rate,target_priority,target_road_closure
FKID004363,13.1232782,77.6384588,2024-01-07 00:23:41.406000+00:00,31.50097945,High,True,Chikkajala,unplanned,vehicle_breakdown,Unknown,Hennur Main Road,heavy_vehicle,5,6,1,1,night,0,1,0.01166687352612635,0.6623004502660663,1,1
FKID004364,13.0240181,77.5831956,2023-12-02 21:32:37.703000+00:00,,High,False,Kodigehalli,planned,construction,West Zone 2,Bellary Road 1,not_applicable,3,6,1,12,night,0,1,0.07533821521658185,0.6438356164383562,1,0
FKID004365,13.0565701,77.4739825,2024-01-06 23:22:51.566000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,lcv,4,6,1,1,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004366,12.9752846,77.6976675,2024-01-07 01:55:45.709000+00:00,31.0078949,High,False,Mahadevapura,unplanned,vehicle_breakdown,East Zone 1,ORR East 2,lcv,7,6,1,1,off_peak,0,1,0.022713168673203426,0.6623004502660663,1,0
FKID004367,12.9382397,77.7467208,2024-01-06 23:43:35.372000+00:00,,Low,True,Whitefield,unplanned,vehicle_breakdown,East Zone 1,Non-corridor,heavy_vehicle,5,6,1,1,night,0,0,0.38029043068139506,0.6623004502660663,0,1
FKID004368,13.1101783,77.6038533,2024-01-05 20:40:17.321000+00:00,,High,False,Yelahanka,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 2,taxi,2,5,1,1,night,0,1,0.04703984113193496,0.6623004502660663,1,0
FKID004369,13.0411767,77.5458933,2023-12-02 20:51:21.680000+00:00,,High,False,Jalahalli,unplanned,vehicle_breakdown,North Zone 2,ORR North 2,lcv,2,6,1,12,night,0,1,0.029167183815315873,0.6623004502660663,1,0
FKID004370,13.0663883,77.4519717,2023-12-02 21:11:13.857000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,2,6,1,12,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004371,13.03484,77.5887367,2023-12-03 00:24:02.352000+00:00,14.120967933333333,High,False,Kodigehalli,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 1,lcv,5,6,1,12,night,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004372,13.0641283,77.456455,2024-01-19 20:23:00.610000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,1,5,1,1,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004373,12.901645,77.6605213,2024-01-19 20:53:51.404000+00:00,,Low,False,Bellandur,unplanned,others,Unknown,Non-corridor,not_applicable,2,5,1,1,night,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID004374,12.9022743,77.4693362,2023-12-02 23:12:34.073000+00:00,,High,False,Kengeri,unplanned,congestion,West Zone 1,Mysore Road,not_applicable,4,6,1,12,night,0,1,0.09035621198957429,0.6911764705882353,1,0
FKID004375,12.878175,77.6103383,2024-01-19 21:09:23.333000+00:00,,Low,False,Hulimavu,unplanned,pot_holes,Unknown,Non-corridor,not_applicable,2,5,1,1,night,0,0,0.38029043068139506,0.5567970204841713,0,0
FKID004376,13.04756,77.5003067,2023-12-03 02:06:34.973000+00:00,37.96253371666667,Low,False,Peenya,unplanned,vehicle_breakdown,West Zone 1,Non-corridor,heavy_vehicle,7,6,1,12,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004377,12.8998268,77.466368,2023-12-03 03:16:58.057000+00:00,,High,False,Kengeri,unplanned,vehicle_breakdown,West Zone 1,Mysore Road,heavy_vehicle,8,6,1,12,morning_peak,1,1,0.09035621198957429,0.6623004502660663,1,0
FKID004378,13.0575265,77.470579,2023-12-03 04:15:11.335000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,9,6,1,12,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID004379,13.023351,77.5849252,2024-01-07 05:25:22.595000+00:00,,High,False,R.T. Nagar,unplanned,accident,North Zone 2,Bellary Road 1,not_applicable,10,6,1,1,morning_peak,1,1,0.07533821521658185,0.4602739726027397,1,0
FKID004380,13.0240081,77.5849244,2023-12-03 04:47:01.173000+00:00,15.16647845,High,False,Kodigehalli,unplanned,others,North Zone 2,Bellary Road 1,not_applicable,10,6,1,12,morning_peak,1,1,0.07533821521658185,0.5959119496855346,1,0
FKID004381,13.14426769,77.53198808,2023-11-28 04:57:02.258000+00:00,,Low,False,No Police Station,planned,construction,Unknown,Non-corridor,not_applicable,10,1,0,11,morning_peak,1,0,0.38029043068139506,0.6438356164383562,0,0
FKID004382,12.9702087,77.7317569,2024-01-19 21:47:12.516000+00:00,,Low,False,Whitefield,unplanned,road_conditions,Unknown,Non-corridor,not_applicable,3,5,1,1,night,0,0,0.38029043068139506,0.5470588235294118,0,0
FKID004383,12.9002509,77.6334315,2024-01-07 05:15:19.414000+00:00,,High,False,HSR Layout,unplanned,vehicle_breakdown,South Zone 2,Hosur Road,taxi,10,6,1,1,morning_peak,1,1,0.03686235571552687,0.6623004502660663,1,0
FKID004384,13.0744167,77.4372867,2024-01-07 04:57:43.441000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,lcv,10,6,1,1,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID004385,13.0560118,77.6324172,2024-01-07 05:15:54.289000+00:00,,High,False,Hennuru,unplanned,vehicle_breakdown,North Zone 1,Hennur Main Road,heavy_vehicle,10,6,1,1,morning_peak,1,1,0.01166687352612635,0.6623004502660663,1,0
FKID004386,12.9837267,77.5293267,2023-12-03 05:49:59.482000+00:00,,High,False,Kamakshipalya,planned,public_event,West Zone 2,Magadi Road,not_applicable,11,6,1,12,morning_peak,1,1,0.030160109221794712,0.4888888888888889,1,0
FKID004387,13.0536556,77.4854758,2024-01-07 08:22:49.509000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,13,6,1,1,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004388,13.0535731,77.4855326,2024-01-07 08:28:34.691000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,13,6,1,1,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004389,13.0233064,77.5849843,2024-01-07 08:56:02.666000+00:00,,High,False,R.T. Nagar,unplanned,others,North Zone 2,Bellary Road 1,not_applicable,14,6,1,1,off_peak,0,1,0.07533821521658185,0.5959119496855346,1,0
FKID004390,12.987525,77.475115,2024-01-07 09:35:32.637000+00:00,43.93024606666667,Low,False,Kamakshipalya,unplanned,others,West Zone 1,Non-corridor,not_applicable,15,6,1,1,off_peak,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID004391,12.9958493,77.667251,2023-12-03 07:07:11.299000+00:00,,High,False,Banaswadi,unplanned,vehicle_breakdown,East Zone 2,ORR North 1,lcv,12,6,1,12,off_peak,0,1,0.034007695171900214,0.6623004502660663,1,0
FKID004392,13.1164247,77.6076074,2024-01-07 10:41:00.138000+00:00,,High,False,Yelahanka,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 2,others,16,6,1,1,off_peak,0,1,0.04703984113193496,0.6623004502660663,1,0
FKID004393,12.9508048,77.7175179,2023-12-03 06:34:55.963000+00:00,36.25226046666667,Low,False,Whitefield,unplanned,others,East Zone 1,Non-corridor,not_applicable,12,6,1,12,off_peak,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID004394,12.983316,77.5303271,2023-12-03 07:26:36.734000+00:00,17.286109166666666,High,False,Kamakshipalya,unplanned,vehicle_breakdown,West Zone 2,Magadi Road,bmtc_bus,12,6,1,12,off_peak,0,1,0.030160109221794712,0.6623004502660663,1,0
FKID004395,13.0501267,77.526015,2023-12-03 07:38:51.301000+00:00,81.40570293333333,Low,False,Jalahalli,unplanned,vehicle_breakdown,North Zone 2,Non-corridor,truck,13,6,1,12,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004396,13.09094844,77.53679215,2023-11-09 22:59:04.908431+00:00,,Low,False,Jalahalli,unplanned,accident,Unknown,Non-corridor,not_applicable,4,4,0,11,night,0,0,0.38029043068139506,0.4602739726027397,0,0
FKID004397,13.0333704,77.5888083,2024-01-07 08:56:25.949000+00:00,,High,False,Hebbala,unplanned,congestion,North Zone 2,Bellary Road 1,not_applicable,14,6,1,1,off_peak,0,1,0.07533821521658185,0.6911764705882353,1,0
FKID004398,13.0238148,77.5849714,2024-01-07 09:33:29.436000+00:00,,High,False,R.T. Nagar,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 1,private_bus,15,6,1,1,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004399,12.9988243,77.5843343,2023-11-09 23:16:45.989000+00:00,,High,False,Sadashivanagar,unplanned,vehicle_breakdown,West Zone 2,Bellary Road 1,heavy_vehicle,4,4,0,11,night,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004400,13.0236971,77.5848231,2024-01-07 09:48:55.909000+00:00,,High,False,Kodigehalli,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 1,private_bus,15,6,1,1,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004401,12.9400211,77.7473129,2023-11-10 02:16:04.710000+00:00,,Low,False,Whitefield,unplanned,road_conditions,East Zone 1,Non-corridor,not_applicable,7,4,0,11,off_peak,0,0,0.38029043068139506,0.5470588235294118,0,0
FKID004402,13.0051817,77.68483,2023-12-03 09:34:08.962000+00:00,,Low,False,K.R. Pura,unplanned,vehicle_breakdown,East Zone 2,Non-corridor,private_bus,15,6,1,12,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004403,13.065334,77.4537511,2024-01-20 03:31:53.938000+00:00,,Low,False,No Police Station,unplanned,construction,Unknown,Non-corridor,not_applicable,9,5,1,1,morning_peak,1,0,0.38029043068139506,0.6438356164383562,0,0
FKID004404,13.0232903,77.5849689,2024-01-20 01:41:26.233000+00:00,,High,False,R.T. Nagar,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,bmtc_bus,7,5,1,1,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004405,13.023566,77.5849871,2024-01-20 01:48:59.104000+00:00,,High,False,R.T. Nagar,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,bmtc_bus,7,5,1,1,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004406,12.8661065,77.5919105,2023-11-10 07:33:31.549000+00:00,,High,False,Hulimavu,unplanned,pot_holes,South Zone 1,Bannerghata Road,not_applicable,13,4,0,11,off_peak,0,1,0.025816060568449796,0.5567970204841713,1,0
FKID004407,12.8972298,77.6001501,2024-01-20 05:27:12.118000+00:00,,High,False,Mico Layout,unplanned,vehicle_breakdown,Unknown,Bannerghata Road,lcv,10,5,1,1,morning_peak,1,1,0.025816060568449796,0.6623004502660663,1,0
FKID004408,13.021037,77.5281404,2024-01-20 05:39:34.296000+00:00,,Low,False,Rajajinagar,unplanned,pot_holes,Unknown,Non-corridor,not_applicable,11,5,1,1,morning_peak,1,0,0.38029043068139506,0.5567970204841713,0,0
FKID004409,13.0210666,77.5281911,2024-01-20 05:40:34.364000+00:00,,Low,False,Yeshwanthpura,unplanned,pot_holes,Unknown,Non-corridor,not_applicable,11,5,1,1,morning_peak,1,0,0.38029043068139506,0.5567970204841713,0,0
FKID004410,12.9951755,77.7580241,2023-11-10 07:33:05.108000+00:00,45.65551266666667,Low,False,Mahadevapura,unplanned,vehicle_breakdown,East Zone 1,Non-corridor,bmtc_bus,13,4,0,11,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004411,12.9894968,77.506296,2024-01-20 06:33:15.068000+00:00,32.2544127,High,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Magadi Road,bmtc_bus,12,5,1,1,off_peak,0,1,0.030160109221794712,0.6623004502660663,1,0
FKID004412,13.060265,77.4620637,2023-12-03 21:21:25.998000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,2,0,0,12,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004413,12.9561567,77.6939233,2024-01-04 04:27:50.891000+00:00,,High,False,HAL Old Airport,unplanned,water_logging,East Zone 1,Old Airport Road,not_applicable,9,3,0,1,morning_peak,1,1,0.009184560009929253,0.5917030567685589,1,0
FKID004414,13.2005963,77.6609968,2023-11-10 19:35:55.391000+00:00,,Low,False,Devanahalli Airport,unplanned,accident,Unknown,Non-corridor,not_applicable,1,5,1,11,night,0,0,0.38029043068139506,0.4602739726027397,0,0
FKID004415,12.9993949,77.5837931,2024-01-20 07:03:18.373000+00:00,27.512111066666666,High,False,Sadashivanagar,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,private_car,12,5,1,1,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004416,13.0530017,77.6458557,2023-12-03 23:42:14.605000+00:00,422.84670481666666,Low,False,Hennuru,unplanned,construction,East Zone 2,Non-corridor,not_applicable,5,0,0,12,night,0,0,0.38029043068139506,0.6438356164383562,0,0
FKID004417,13.0296745,77.5871846,2023-11-10 21:08:51.518000+00:00,,High,False,Hebbala,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 1,lcv,2,5,1,11,night,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004418,12.9444517,77.7469317,2023-12-04 00:33:38.685000+00:00,,Low,False,Whitefield,unplanned,procession,East Zone 1,Non-corridor,not_applicable,6,0,0,12,off_peak,0,0,0.38029043068139506,0.2878787878787879,0,0
FKID004419,12.9969117,77.6685412,2023-12-04 01:33:35.092000+00:00,,High,False,Banaswadi,unplanned,vehicle_breakdown,East Zone 2,ORR North 1,lcv,7,0,0,12,off_peak,0,1,0.034007695171900214,0.6623004502660663,1,0
FKID004420,12.984023,77.6037669,2023-11-10 21:52:20.377000+00:00,,Low,False,Shivajinagar,unplanned,water_logging,Central Zone 2,Non-corridor,not_applicable,3,5,1,11,night,0,0,0.38029043068139506,0.5917030567685589,0,0
FKID004421,12.9891044,77.5069259,2024-01-20 07:13:25.125000+00:00,,High,False,Kamakshipalya,unplanned,others,Unknown,Magadi Road,not_applicable,12,5,1,1,off_peak,0,1,0.030160109221794712,0.5959119496855346,1,0
FKID004422,13.10944,77.6038233,2023-12-04 00:29:05.144000+00:00,,High,False,Yelahanka,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 2,taxi,5,0,0,12,night,0,1,0.04703984113193496,0.6623004502660663,1,0
FKID004423,12.883647,77.6428944,2023-11-10 23:11:01.862000+00:00,,High,False,Hulimavu,unplanned,vehicle_breakdown,South Zone 2,Hosur Road,auto,4,5,1,11,night,0,1,0.03686235571552687,0.6623004502660663,1,0
FKID004424,13.0195425,77.7085296,2023-12-04 03:50:37.404000+00:00,79.95452736666667,Low,True,K.R. Pura,unplanned,vehicle_breakdown,East Zone 2,Non-corridor,others,9,0,0,12,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,1
FKID004425,13.0818289,77.5482783,2024-01-20 07:45:37.623000+00:00,,Low,True,Yelahanka,unplanned,pot_holes,Unknown,Non-corridor,not_applicable,13,5,1,1,off_peak,0,0,0.38029043068139506,0.5567970204841713,0,1
FKID004427,13.0256154,77.6199225,2023-12-04 19:35:45.167000+00:00,,Low,False,K.G. Halli,planned,construction,North Zone 1,Non-corridor,not_applicable,1,1,0,12,night,0,0,0.38029043068139506,0.6438356164383562,0,0
FKID004428,13.0007396,77.7574561,2024-01-20 18:26:59.915000+00:00,,Low,False,Mahadevapura,unplanned,others,Unknown,Non-corridor,not_applicable,23,5,1,1,night,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID004429,12.9940358,77.5848977,2023-12-04 20:51:02.349000+00:00,,High,False,High ground,unplanned,vehicle_breakdown,Central Zone 2,Bellary Road 1,private_bus,2,1,0,12,night,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004430,12.9017824,77.6605353,2024-01-19 20:46:54.387000+00:00,,Low,False,Bellandur,planned,public_event,Unknown,Non-corridor,not_applicable,2,5,1,1,night,0,0,0.38029043068139506,0.4888888888888889,0,0
FKID004431,12.9854293,77.4793796,2023-11-11 08:18:43.877000+00:00,,Low,True,Kamakshipalya,unplanned,water_logging,West Zone 1,Non-corridor,not_applicable,13,5,1,11,off_peak,0,0,0.38029043068139506,0.5917030567685589,0,1
FKID004432,13.1087122,77.6040177,2023-11-11 07:47:35.619000+00:00,,High,False,Yelahanka,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 2,taxi,13,5,1,11,off_peak,0,1,0.04703984113193496,0.6623004502660663,1,0
FKID004433,13.0361679,77.5416999,2023-11-11 12:45:29.415000+00:00,47.18853848333333,High,True,Yeshwanthpura,unplanned,vehicle_breakdown,West Zone 1,ORR North 2,heavy_vehicle,18,5,1,11,evening_peak,1,1,0.029167183815315873,0.6623004502660663,1,1
FKID004434,13.0749017,77.4370317,2023-12-05 06:49:46.527000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,12,1,0,12,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004435,13.0059981,77.5837972,2024-01-20 21:48:01.952000+00:00,,High,False,Sadashivanagar,unplanned,pot_holes,Unknown,Bellary Road 1,not_applicable,3,6,1,1,night,0,1,0.07533821521658185,0.5567970204841713,1,0
FKID004436,13.04158,77.5469183,2023-11-11 13:48:52.769000+00:00,,High,False,Jalahalli,unplanned,vehicle_breakdown,North Zone 2,ORR North 2,heavy_vehicle,19,5,1,11,evening_peak,1,1,0.029167183815315873,0.6623004502660663,1,0
FKID004437,13.0442533,77.5479436,2023-12-05 20:05:38.864000+00:00,119.49004745,High,False,Jalahalli,unplanned,vehicle_breakdown,North Zone 2,ORR North 2,bmtc_bus,1,2,0,12,night,0,1,0.029167183815315873,0.6623004502660663,1,0
FKID004438,13.0050171,77.6844668,2024-01-20 23:34:13.182000+00:00,29.950958099999998,Low,False,K.R. Pura,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,5,6,1,1,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004439,13.0534637,77.4862042,2024-01-20 20:46:17.924000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,ksrtc_bus,2,6,1,1,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004440,13.0365267,77.589335,2023-11-11 20:39:07.208000+00:00,84.78185871666666,High,False,Kodigehalli,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 1,private_bus,2,6,1,11,night,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004441,13.0469472,77.5026717,2023-12-05 17:45:18.808000+00:00,,Low,False,Chikkabanavara,unplanned,vehicle_breakdown,North Zone 2,Non-corridor,private_bus,23,1,0,12,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004442,12.8468083,77.6699458,2023-12-05 20:25:29.969000+00:00,,Low,False,Electronic City,unplanned,vehicle_breakdown,Unknown,Non-corridor,private_car,1,2,0,12,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004443,12.9857398,77.479266,2024-01-21 00:23:56.580000+00:00,104.65397676666666,Low,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Non-corridor,lcv,5,6,1,1,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004444,12.9399903,77.7473462,2023-11-11 21:47:37.254000+00:00,,Low,False,Whitefield,unplanned,road_conditions,East Zone 1,Non-corridor,not_applicable,3,6,1,11,night,0,0,0.38029043068139506,0.5470588235294118,0,0
FKID004445,12.8792647,77.6466964,2024-01-21 00:48:40.112000+00:00,40.8658856,High,False,Electronic City,unplanned,vehicle_breakdown,Unknown,Hosur Road,lcv,6,6,1,1,off_peak,0,1,0.03686235571552687,0.6623004502660663,1,0
FKID004446,13.02598,77.7200833,2023-12-05 21:32:14.452000+00:00,117.56678289999999,Low,False,K.R. Pura,unplanned,vehicle_breakdown,East Zone 2,Non-corridor,lcv,3,2,0,12,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004447,12.9563113,77.7058354,2023-11-11 20:18:30.254000+00:00,,High,False,HAL Old Airport,unplanned,vehicle_breakdown,East Zone 1,Varthur Road,lcv,1,6,1,11,night,0,1,0.009308675685739108,0.6623004502660663,1,0
FKID004448,13.0450176,77.5816628,2024-01-21 03:26:33.319000+00:00,,High,False,Kodigehalli,planned,construction,Unknown,ORR North 2,not_applicable,8,6,1,1,morning_peak,1,1,0.029167183815315873,0.6438356164383562,1,0
FKID004449,13.032425,77.55337134,2024-01-21 04:42:29.538000+00:00,,Low,False,Yeshwanthpura,unplanned,procession,Unknown,Non-corridor,not_applicable,10,6,1,1,morning_peak,1,0,0.38029043068139506,0.2878787878787879,0,0
FKID004450,13.1770041,77.6364868,2024-01-21 05:05:17.885000+00:00,61.77776111666667,High,False,Chikkajala,unplanned,vehicle_breakdown,Unknown,Bellary Road 2,heavy_vehicle,10,6,1,1,morning_peak,1,1,0.04703984113193496,0.6623004502660663,1,0
FKID004451,13.0199901,77.7095006,2024-01-21 05:58:55.300000+00:00,17.657173883333332,Low,False,K.R. Pura,unplanned,vehicle_breakdown,Unknown,Non-corridor,ksrtc_bus,11,6,1,1,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID004452,12.9017161,77.6605373,2024-01-21 07:30:29.683000+00:00,,Low,False,Bellandur,unplanned,others,Unknown,Non-corridor,not_applicable,13,6,1,1,off_peak,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID004453,13.0251867,77.5853333,2023-11-12 00:53:56.008000+00:00,,High,False,R.T. Nagar,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 1,others,6,6,1,11,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004454,12.9642324,77.5124845,2024-01-07 21:12:34.692000+00:00,,Low,False,Jnanabharathi,unplanned,road_conditions,West Zone 1,Non-corridor,not_applicable,2,0,0,1,night,0,0,0.38029043068139506,0.5470588235294118,0,0
FKID004455,13.022067,77.5845037,2023-11-12 04:55:36.984000+00:00,,High,False,R.T. Nagar,unplanned,vehicle_breakdown,North Zone 2,Bellary Road 1,others,10,6,1,11,morning_peak,1,1,0.07533821521658185,0.6623004502660663,1,0
FKID004456,13.0414407,77.5458546,2023-12-06 00:52:27.811000+00:00,88.33196928333334,High,False,Jalahalli,unplanned,others,North Zone 2,ORR North 2,not_applicable,6,2,0,12,off_peak,0,1,0.029167183815315873,0.5959119496855346,1,0
FKID004457,13.0089967,77.5269135,2024-01-21 08:21:36.469000+00:00,,Low,False,Rajajinagar,unplanned,vehicle_breakdown,Unknown,Non-corridor,lcv,13,6,1,1,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004458,13.0042309,77.5839751,2023-12-06 02:58:09.742000+00:00,1080.0639681999999,High,False,Sadashivanagar,unplanned,road_conditions,West Zone 2,Bellary Road 1,not_applicable,8,2,0,12,morning_peak,1,1,0.07533821521658185,0.5470588235294118,1,0
FKID004459,13.0281652,77.586313,2023-11-12 08:33:18.767000+00:00,,High,False,R.T. Nagar,unplanned,accident,North Zone 2,Bellary Road 1,not_applicable,14,6,1,11,off_peak,0,1,0.07533821521658185,0.4602739726027397,1,0
FKID004460,12.89030403,77.48279024,2023-11-12 10:00:46.584000+00:00,,Low,False,Kengeri,unplanned,accident,West Zone 1,Non-corridor,not_applicable,15,6,1,11,off_peak,0,0,0.38029043068139506,0.4602739726027397,0,0
FKID004461,12.9389572,77.7473947,2024-01-07 21:54:37.556000+00:00,,Low,False,Whitefield,unplanned,congestion,East Zone 1,Non-corridor,not_applicable,3,0,0,1,night,0,0,0.38029043068139506,0.6911764705882353,0,0
FKID004462,12.89030403,77.48279024,2023-11-12 10:00:46.584000+00:00,,Low,False,Kengeri,unplanned,accident,West Zone 1,Non-corridor,not_applicable,15,6,1,11,off_peak,0,0,0.38029043068139506,0.4602739726027397,0,0
FKID004463,13.0268667,77.7211683,2023-12-06 05:18:54.865000+00:00,34.33242193333333,Low,False,K.R. Pura,unplanned,others,East Zone 2,Non-corridor,not_applicable,10,2,0,12,morning_peak,1,0,0.38029043068139506,0.5959119496855346,0,0
FKID004464,12.89030403,77.48279024,2023-11-12 10:00:46.584000+00:00,,Low,False,Kengeri,unplanned,accident,West Zone 1,Non-corridor,not_applicable,15,6,1,11,off_peak,0,0,0.38029043068139506,0.4602739726027397,0,0
FKID004465,12.998546,77.5839304,2023-11-12 22:14:51.187000+00:00,,High,False,Sadashivanagar,unplanned,vehicle_breakdown,Central Zone 2,Bellary Road 1,private_car,3,0,0,11,night,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004466,13.0981358,77.5718729,2023-12-06 06:51:24.626000+00:00,,Low,False,Yelahanka,unplanned,vehicle_breakdown,North Zone 2,Non-corridor,others,12,2,0,12,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004467,12.9821891,77.4802964,2023-11-12 22:14:10.715000+00:00,,Low,True,Kamakshipalya,planned,procession,West Zone 1,Non-corridor,not_applicable,3,0,0,11,night,0,0,0.38029043068139506,0.2878787878787879,0,1
FKID004468,13.0496095,77.5932886,2023-11-12 23:10:25.786000+00:00,,High,False,Hebbala,unplanned,vehicle_breakdown,North Zone 1,Bellary Road 1,lcv,4,0,0,11,night,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID004469,13.0561689,77.4747772,2024-01-07 23:49:48.561000+00:00,,Low,False,No Police Station,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,5,0,0,1,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID004470,13.0327765,77.5640775,2023-11-12 23:10:30.956000+00:00,,Low,False,Sadashivanagar,unplanned,others,West Zone 2,Non-corridor,not_applicable,4,0,0,11,night,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID004471,13.1028087,77.6276652,2023-11-12 23:33:14.132000+00:00,,Low,False,Yelahanka,unplanned,procession,North Zone 2,Non-corridor,not_applicable,5,0,0,11,night,0,0,0.38029043068139506,0.2878787878787879,0,0
FKID004472,12.9567383,77.7075067,2023-11-12 21:32:12.063000+00:00,,High,False,HAL Old Airport,unplanned,vehicle_breakdown,East Zone 1,Varthur Road,private_bus,3,0,0,11,night,0,1,0.009308675685739108,0.6623004502660663,1,0
FKID004473,12.9831369,77.5305137,2023-12-06 08:02:17.353000+00:00,,High,False,Kamakshipalya,unplanned,others,West Zone 2,Magadi Road,not_applicable,13,2,0,12,off_peak,0,1,0.030160109221794712,0.5959119496855346,1,0
FKID004474,13.0458887,77.6019015,2023-11-13 00:33:24.177000+00:00,,High,False,Hebbala,unplanned,vehicle_breakdown,North Zone 1,ORR North 1,heavy_vehicle,6,0,0,11,off_peak,0,1,0.034007695171900214,0.6623004502660663,1,0
FKID004475,12.997957,77.5843292,2024-01-08 05:12:07.189000+00:00,66.08000601666667,High,False,Sadashivanagar,unplanned,vehicle_breakdown,Central Zone 2,Bellary Road 1,bmtc_bus,10,0,0,1,morning_peak,1,1,0.07533821521658185,0.6623004502660663,1,0
FKID004476,13.0056981,77.6384102,2024-01-21 19:45:44.111000+00:00,,Low,False,Banaswadi,unplanned,water_logging,Unknown,Non-corridor,not_applicable,1,0,0,1,night,0,0,0.38029043068139506,0.5917030567685589,0,0
